Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen
21.09.2024 15:00;21.09.2024 16:00;60,59
21.09.2024 16:00;21.09.2024 17:00;112,50
21.09.2024 17:00;21.09.2024 18:00;91,63
21.09.2024 18:00;21.09.2024 19:00;121,95
21.09.2024 19:00;21.09.2024 20:00;99,66
21.09.2024 20:00;21.09.2024 21:00;104,49
21.09.2024 21:00;21.09.2024 22:00;93,21
21.09.2024 22:00;21.09.2024 23:00;88,24
21.09.2024 23:00;22.09.2024 00:00;57,36
22.09.2024 00:00;22.09.2024 01:00;75,98
22.09.2024 01:00;22.09.2024 02:00;84,62
22.09.2024 02:00;22.09.2024 03:00;59,99
22.09.2024 03:00;22.09.2024 04:00;65,44
22.09.2024 04:00;22.09.2024 05:00;62,14
22.09.2024 05:00;22.09.2024 06:00;69,53
22.09.2024 06:00;22.09.2024 07:00;101,45
22.09.2024 07:00;22.09.2024 08:00;76,74
22.09.2024 08:00;22.09.2024 09:00;82,96
22.09.2024 09:00;22.09.2024 10:00;113,43
22.09.2024 10:00;22.09.2024 11:00;93,54
22.09.2024 11:00;22.09.2024 12:00;95,49
22.09.2024 12:00;22.09.2024 13:00;46,63
22.09.2024 13:00;22.09.2024 14:00;45,37
22.09.2024 14:00;22.09.2024 15:00;44,35
22.09.2024 15:00;22.09.2024 16:00;72,51
22.09.2024 16:00;22.09.2024 17:00;66,77
22.09.2024 17:00;22.09.2024 18:00;107,20
22.09.2024 18:00;22.09.2024 19:00;107,56
22.09.2024 19:00;22.09.2024 20:00;101,63
22.09.2024 20:00;22.09.2024 21:00;90,51
22.09.2024 21:00;22.09.2024 22:00;74,06
22.09.2024 22:00;22.09.2024 23:00;83,60
22.09.2024 23:00;23.09.2024 00:00;53,79
23.09.2024 00:00;23.09.2024 01:00;69,61
23.09.2024 01:00;23.09.2024 02:00;87,75
23.09.2024 02:00;23.09.2024 03:00;81,32
23.09.2024 03:00;23.09.2024 04:00;47,36
23.09.2024 04:00;23.09.2024 05:00;62,38
23.09.2024 05:00;23.09.2024 06:00;79,14
23.09.2024 06:00;23.09.2024 07:00;80,47
23.09.2024 07:00;23.09.2024 08:00;72,39
23.09.2024 08:00;23.09.2024 09:00;99,29
23.09.2024 09:00;23.09.2024 10:00;94,38
23.09.2024 10:00;23.09.2024 11:00;109,42
23.09.2024 11:00;23.09.2024 12:00;67,41
23.09.2024 12:00;23.09.2024 13:00;66,45
23.09.2024 13:00;23.09.2024 14:00;29,05
23.09.2024 14:00;23.09.2024 15:00;40,34
23.09.2024 15:00;23.09.2024 16:00;79,85
23.09.2024 16:00;23.09.2024 17:00;101,46
23.09.2024 17:00;23.09.2024 18:00;87,89
23.09.2024 18:00;23.09.2024 19:00;104,37
23.09.2024 19:00;23.09.2024 20:00;86,14
23.09.2024 20:00;23.09.2024 21:00;93,42
23.09.2024 21:00;23.09.2024 22:00;95,24
23.09.2024 22:00;23.09.2024 23:00;70,05
23.09.2024 23:00;24.09.2024 00:00;65,26
24.09.2024 00:00;24.09.2024 01:00;50,31
24.09.2024 01:00;24.09.2024 02:00;55,48
24.09.2024 02:00;24.09.2024 03:00;84,99
24.09.2024 03:00;24.09.2024 04:00;66,70
24.09.2024 04:00;24.09.2024 05:00;57,20
24.09.2024 05:00;24.09.2024 06:00;70,71
24.09.2024 06:00;24.09.2024 07:00;62,55
24.09.2024 07:00;24.09.2024 08:00;77,42
24.09.2024 08:00;24.09.2024 09:00;111,39
24.09.2024 09:00;24.09.2024 10:00;93,19
24.09.2024 10:00;24.09.2024 11:00;109,54
24.09.2024 11:00;24.09.2024 12:00;69,70
24.09.2024 12:00;24.09.2024 13:00;52,40
24.09.2024 13:00;24.09.2024 14:00;52,35
24.09.2024 14:00;24.09.2024 15:00;21,01
24.09.2024 15:00;24.09.2024 16:00;74,05
24.09.2024 16:00;24.09.2024 17:00;88,27
24.09.2024 17:00;24.09.2024 18:00;117,61
24.09.2024 18:00;24.09.2024 19:00;116,06
24.09.2024 19:00;24.09.2024 20:00;89,52
24.09.2024 20:00;24.09.2024 21:00;110,91
24.09.2024 21:00;24.09.2024 22:00;82,45
24.09.2024 22:00;24.09.2024 23:00;64,82
24.09.2024 23:00;25.09.2024 00:00;71,01
25.09.2024 00:00;25.09.2024 01:00;61,84
25.09.2024 01:00;25.09.2024 02:00;82,13
25.09.2024 02:00;25.09.2024 03:00;68,39
25.09.2024 03:00;25.09.2024 04:00;68,70
25.09.2024 04:00;25.09.2024 05:00;80,44
25.09.2024 05:00;25.09.2024 06:00;88,01
25.09.2024 06:00;25.09.2024 07:00;91,53
25.09.2024 07:00;25.09.2024 08:00;107,03
25.09.2024 08:00;25.09.2024 09:00;102,77
25.09.2024 09:00;25.09.2024 10:00;97,32
25.09.2024 10:00;25.09.2024 11:00;102,12
25.09.2024 11:00;25.09.2024 12:00;70,16
25.09.2024 12:00;25.09.2024 13:00;53,64
25.09.2024 13:00;25.09.2024 14:00;65,72
25.09.2024 14:00;25.09.2024 15:00;72,95
25.09.2024 15:00;25.09.2024 16:00;71,90
25.09.2024 16:00;25.09.2024 17:00;83,82
25.09.2024 17:00;25.09.2024 18:00;117,74
25.09.2024 18:00;25.09.2024 19:00;114,49
25.09.2024 19:00;25.09.2024 20:00;107,31
25.09.2024 20:00;25.09.2024 21:00;92,54
25.09.2024 21:00;25.09.2024 22:00;89,99
25.09.2024 22:00;25.09.2024 23:00;75,82
25.09.2024 23:00;26.09.2024 00:00;61,08
26.09.2024 00:00;26.09.2024 01:00;66,23
26.09.2024 01:00;26.09.2024 02:00;67,26
26.09.2024 02:00;26.09.2024 03:00;60,20
26.09.2024 03:00;26.09.2024 04:00;77,48
26.09.2024 04:00;26.09.2024 05:00;85,50
26.09.2024 05:00;26.09.2024 06:00;86,94
26.09.2024 06:00;26.09.2024 07:00;79,23
26.09.2024 07:00;26.09.2024 08:00;99,60
26.09.2024 08:00;26.09.2024 09:00;97,66
26.09.2024 09:00;26.09.2024 10:00;84,71
26.09.2024 10:00;26.09.2024 11:00;108,01
26.09.2024 11:00;26.09.2024 12:00;101,65
26.09.2024 12:00;26.09.2024 13:00;131,32
26.09.2024 13:00;26.09.2024 14:00;117,96
26.09.2024 14:00;26.09.2024 15:00;108,98
26.09.2024 15:00;26.09.2024 16:00;103,63
26.09.2024 16:00;26.09.2024 17:00;103,91
26.09.2024 17:00;26.09.2024 18:00;92,37
26.09.2024 18:00;26.09.2024 19:00;85,28
26.09.2024 19:00;26.09.2024 20:00;93,60
26.09.2024 20:00;26.09.2024 21:00;96,25
26.09.2024 21:00;26.09.2024 22:00;61,15
26.09.2024 22:00;26.09.2024 23:00;69,95
26.09.2024 23:00;27.09.2024 00:00;66,49
27.09.2024 00:00;27.09.2024 01:00;62,51
27.09.2024 01:00;27.09.2024 02:00;56,54
27.09.2024 02:00;27.09.2024 03:00;61,02
27.09.2024 03:00;27.09.2024 04:00;87,73
27.09.2024 04:00;27.09.2024 05:00;78,39
27.09.2024 05:00;27.09.2024 06:00;68,99
27.09.2024 06:00;27.09.2024 07:00;82,13
27.09.2024 07:00;27.09.2024 08:00;90,60
27.09.2024 08:00;27.09.2024 09:00;87,92
27.09.2024 09:00;27.09.2024 10:00;90,71
27.09.2024 10:00;27.09.2024 11:00;112,47
27.09.2024 11:00;27.09.2024 12:00;95,27
27.09.2024 12:00;27.09.2024 13:00;87,47
27.09.2024 13:00;27.09.2024 14:00;100,36
27.09.2024 14:00;27.09.2024 15:00;102,27
27.09.2024 15:00;27.09.2024 16:00;77,38
27.09.2024 16:00;27.09.2024 17:00;101,86
27.09.2024 17:00;27.09.2024 18:00;115,24
27.09.2024 18:00;27.09.2024 19:00;111,97
27.09.2024 19:00;27.09.2024 20:00;131,24
27.09.2024 20:00;27.09.2024 21:00;112,25
27.09.2024 21:00;27.09.2024 22:00;104,21
27.09.2024 22:00;27.09.2024 23:00;110,49
27.09.2024 23:00;28.09.2024 00:00;78,97
28.09.2024 00:00;28.09.2024 01:00;67,46
28.09.2024 01:00;28.09.2024 02:00;76,58
28.09.2024 02:00;28.09.2024 03:00;58,82
28.09.2024 03:00;28.09.2024 04:00;68,75
28.09.2024 04:00;28.09.2024 05:00;63,09
28.09.2024 05:00;28.09.2024 06:00;80,90
28.09.2024 06:00;28.09.2024 07:00;75,54
28.09.2024 07:00;28.09.2024 08:00;83,11
28.09.2024 08:00;28.09.2024 09:00;102,51
28.09.2024 09:00;28.09.2024 10:00;98,70
28.09.2024 10:00;28.09.2024 11:00;77,62
28.09.2024 11:00;28.09.2024 12:00;83,25
28.09.2024 12:00;28.09.2024 13:00;87,25
28.09.2024 13:00;28.09.2024 14:00;90,69
28.09.2024 14:00;28.09.2024 15:00;106,24
28.09.2024 15:00;28.09.2024 16:00;104,09
28.09.2024 16:00;28.09.2024 17:00;115,54
28.09.2024 17:00;28.09.2024 18:00;114,27
28.09.2024 18:00;28.09.2024 19:00;119,83
28.09.2024 19:00;28.09.2024 20:00;112,19
28.09.2024 20:00;28.09.2024 21:00;100,16
28.09.2024 21:00;28.09.2024 22:00;100,43
28.09.2024 22:00;28.09.2024 23:00;88,34
28.09.2024 23:00;29.09.2024 00:00;74,79
29.09.2024 00:00;29.09.2024 01:00;81,17
29.09.2024 01:00;29.09.2024 02:00;37,16
29.09.2024 02:00;29.09.2024 03:00;62,46
29.09.2024 03:00;29.09.2024 04:00;64,20
29.09.2024 04:00;29.09.2024 05:00;85,10
29.09.2024 05:00;29.09.2024 06:00;95,39
29.09.2024 06:00;29.09.2024 07:00;66,38
29.09.2024 07:00;29.09.2024 08:00;108,70
29.09.2024 08:00;29.09.2024 09:00;83,91
29.09.2024 09:00;29.09.2024 10:00;87,07
29.09.2024 10:00;29.09.2024 11:00;98,36
29.09.2024 11:00;29.09.2024 12:00;97,31
29.09.2024 12:00;29.09.2024 13:00;82,73
29.09.2024 13:00;29.09.2024 14:00;109,50
29.09.2024 14:00;29.09.2024 15:00;109,84
29.09.2024 15:00;29.09.2024 16:00;114,52
29.09.2024 16:00;29.09.2024 17:00;97,97
29.09.2024 17:00;29.09.2024 18:00;105,17
29.09.2024 18:00;29.09.2024 19:00;107,01
29.09.2024 19:00;29.09.2024 20:00;125,56
29.09.2024 20:00;29.09.2024 21:00;64,05
29.09.2024 21:00;29.09.2024 22:00;76,16
29.09.2024 22:00;29.09.2024 23:00;77,79
29.09.2024 23:00;30.09.2024 00:00;57,67
30.09.2024 00:00;30.09.2024 01:00;63,23
30.09.2024 01:00;30.09.2024 02:00;64,21
30.09.2024 02:00;30.09.2024 03:00;58,47
30.09.2024 03:00;30.09.2024 04:00;69,06
30.09.2024 04:00;30.09.2024 05:00;79,22
30.09.2024 05:00;30.09.2024 06:00;74,12
30.09.2024 06:00;30.09.2024 07:00;78,76
30.09.2024 07:00;30.09.2024 08:00;90,20
30.09.2024 08:00;30.09.2024 09:00;98,29
30.09.2024 09:00;30.09.2024 10:00;80,30
30.09.2024 10:00;30.09.2024 11:00;107,12
30.09.2024 11:00;30.09.2024 12:00;96,14
30.09.2024 12:00;30.09.2024 13:00;116,99
30.09.2024 13:00;30.09.2024 14:00;109,21
30.09.2024 14:00;30.09.2024 15:00;116,14
30.09.2024 15:00;30.09.2024 16:00;90,16
30.09.2024 16:00;30.09.2024 17:00;99,13
30.09.2024 17:00;30.09.2024 18:00;91,15
30.09.2024 18:00;30.09.2024 19:00;99,33
30.09.2024 19:00;30.09.2024 20:00;120,75
30.09.2024 20:00;30.09.2024 21:00;116,33
30.09.2024 21:00;30.09.2024 22:00;74,29
30.09.2024 22:00;30.09.2024 23:00;72,64
30.09.2024 23:00;01.10.2024 00:00;70,19
01.10.2024 00:00;01.10.2024 01:00;73,78
01.10.2024 01:00;01.10.2024 02:00;45,02
01.10.2024 02:00;01.10.2024 03:00;47,54
01.10.2024 03:00;01.10.2024 04:00;74,58
01.10.2024 04:00;01.10.2024 05:00;48,72
01.10.2024 05:00;01.10.2024 06:00;72,01
01.10.2024 06:00;01.10.2024 07:00;86,56
01.10.2024 07:00;01.10.2024 08:00;97,59
01.10.2024 08:00;01.10.2024 09:00;97,10
01.10.2024 09:00;01.10.2024 10:00;97,21
01.10.2024 10:00;01.10.2024 11:00;112,14
01.10.2024 11:00;01.10.2024 12:00;105,39
01.10.2024 12:00;01.10.2024 13:00;94,50
01.10.2024 13:00;01.10.2024 14:00;102,99
01.10.2024 14:00;01.10.2024 15:00;107,11
01.10.2024 15:00;01.10.2024 16:00;123,33
01.10.2024 16:00;01.10.2024 17:00;113,44
01.10.2024 17:00;01.10.2024 18:00;121,06
01.10.2024 18:00;01.10.2024 19:00;100,88
01.10.2024 19:00;01.10.2024 20:00;99,85
01.10.2024 20:00;01.10.2024 21:00;96,07
01.10.2024 21:00;01.10.2024 22:00;86,76
01.10.2024 22:00;01.10.2024 23:00;66,46
01.10.2024 23:00;02.10.2024 00:00;86,72
02.10.2024 00:00;02.10.2024 01:00;77,77
02.10.2024 01:00;02.10.2024 02:00;62,89
02.10.2024 02:00;02.10.2024 03:00;74,90
02.10.2024 03:00;02.10.2024 04:00;71,80
02.10.2024 04:00;02.10.2024 05:00;81,16
02.10.2024 05:00;02.10.2024 06:00;61,66
02.10.2024 06:00;02.10.2024 07:00;83,28
02.10.2024 07:00;02.10.2024 08:00;92,33
02.10.2024 08:00;02.10.2024 09:00;106,70
02.10.2024 09:00;02.10.2024 10:00;94,48
02.10.2024 10:00;02.10.2024 11:00;72,42
02.10.2024 11:00;02.10.2024 12:00;89,40
02.10.2024 12:00;02.10.2024 13:00;101,95
02.10.2024 13:00;02.10.2024 14:00;103,72
02.10.2024 14:00;02.10.2024 15:00;123,14
02.10.2024 15:00;02.10.2024 16:00;110,12
02.10.2024 16:00;02.10.2024 17:00;105,41
02.10.2024 17:00;02.10.2024 18:00;106,51
02.10.2024 18:00;02.10.2024 19:00;121,88
02.10.2024 19:00;02.10.2024 20:00;99,48
02.10.2024 20:00;02.10.2024 21:00;97,63
02.10.2024 21:00;02.10.2024 22:00;75,83
02.10.2024 22:00;02.10.2024 23:00;96,00
02.10.2024 23:00;03.10.2024 00:00;76,66
03.10.2024 00:00;03.10.2024 01:00;59,10
03.10.2024 01:00;03.10.2024 02:00;65,61
03.10.2024 02:00;03.10.2024 03:00;73,73
03.10.2024 03:00;03.10.2024 04:00;66,54
03.10.2024 04:00;03.10.2024 05:00;66,53
03.10.2024 05:00;03.10.2024 06:00;70,36
03.10.2024 06:00;03.10.2024 07:00;89,52
03.10.2024 07:00;03.10.2024 08:00;89,15
03.10.2024 08:00;03.10.2024 09:00;94,19
03.10.2024 09:00;03.10.2024 10:00;86,41
03.10.2024 10:00;03.10.2024 11:00;103,77
03.10.2024 11:00;03.10.2024 12:00;100,63
03.10.2024 12:00;03.10.2024 13:00;99,25
03.10.2024 13:00;03.10.2024 14:00;105,76
03.10.2024 14:00;03.10.2024 15:00;112,33
03.10.2024 15:00;03.10.2024 16:00;111,97
03.10.2024 16:00;03.10.2024 17:00;111,48
03.10.2024 17:00;03.10.2024 18:00;104,43
03.10.2024 18:00;03.10.2024 19:00;102,25
03.10.2024 19:00;03.10.2024 20:00;94,45
03.10.2024 20:00;03.10.2024 21:00;92,62
03.10.2024 21:00;03.10.2024 22:00;89,56
03.10.2024 22:00;03.10.2024 23:00;69,96
03.10.2024 23:00;04.10.2024 00:00;73,52
04.10.2024 00:00;04.10.2024 01:00;56,43
04.10.2024 01:00;04.10.2024 02:00;47,47
04.10.2024 02:00;04.10.2024 03:00;77,87
04.10.2024 03:00;04.10.2024 04:00;64,27
04.10.2024 04:00;04.10.2024 05:00;63,32
04.10.2024 05:00;04.10.2024 06:00;65,51
04.10.2024 06:00;04.10.2024 07:00;90,95
04.10.2024 07:00;04.10.2024 08:00;110,36
04.10.2024 08:00;04.10.2024 09:00;95,22
04.10.2024 09:00;04.10.2024 10:00;100,28
04.10.2024 10:00;04.10.2024 11:00;116,12
04.10.2024 11:00;04.10.2024 12:00;81,50
04.10.2024 12:00;04.10.2024 13:00;127,13
04.10.2024 13:00;04.10.2024 14:00;133,13
04.10.2024 14:00;04.10.2024 15:00;71,30
04.10.2024 15:00;04.10.2024 16:00;102,80
04.10.2024 16:00;04.10.2024 17:00;96,64
04.10.2024 17:00;04.10.2024 18:00;104,57
04.10.2024 18:00;04.10.2024 19:00;104,45
04.10.2024 19:00;04.10.2024 20:00;117,14
04.10.2024 20:00;04.10.2024 21:00;98,81
04.10.2024 21:00;04.10.2024 22:00;78,81
04.10.2024 22:00;04.10.2024 23:00;77,75
04.10.2024 23:00;05.10.2024 00:00;78,97
05.10.2024 00:00;05.10.2024 01:00;54,23
05.10.2024 01:00;05.10.2024 02:00;48,07
05.10.2024 02:00;05.10.2024 03:00;92,37
05.10.2024 03:00;05.10.2024 04:00;62,68
05.10.2024 04:00;05.10.2024 05:00;72,14
05.10.2024 05:00;05.10.2024 06:00;74,28
05.10.2024 06:00;05.10.2024 07:00;92,88
05.10.2024 07:00;05.10.2024 08:00;115,56
05.10.2024 08:00;05.10.2024 09:00;107,44
05.10.2024 09:00;05.10.2024 10:00;85,07
05.10.2024 10:00;05.10.2024 11:00;87,08
05.10.2024 11:00;05.10.2024 12:00;98,86
05.10.2024 12:00;05.10.2024 13:00;100,73
05.10.2024 13:00;05.10.2024 14:00;83,56
05.10.2024 14:00;05.10.2024 15:00;114,03
05.10.2024 15:00;05.10.2024 16:00;91,36
05.10.2024 16:00;05.10.2024 17:00;123,61
05.10.2024 17:00;05.10.2024 18:00;130,01
05.10.2024 18:00;05.10.2024 19:00;106,92
05.10.2024 19:00;05.10.2024 20:00;113,09
05.10.2024 20:00;05.10.2024 21:00;85,80
05.10.2024 21:00;05.10.2024 22:00;97,65
05.10.2024 22:00;05.10.2024 23:00;74,26
05.10.2024 23:00;06.10.2024 00:00;60,17
06.10.2024 00:00;06.10.2024 01:00;65,39
06.10.2024 01:00;06.10.2024 02:00;62,66
06.10.2024 02:00;06.10.2024 03:00;64,98
06.10.2024 03:00;06.10.2024 04:00;82,21
06.10.2024 04:00;06.10.2024 05:00;64,79
06.10.2024 05:00;06.10.2024 06:00;100,30
06.10.2024 06:00;06.10.2024 07:00;70,82
06.10.2024 07:00;06.10.2024 08:00;114,10
06.10.2024 08:00;06.10.2024 09:00;88,71
06.10.2024 09:00;06.10.2024 10:00;103,70
06.10.2024 10:00;06.10.2024 11:00;98,23
06.10.2024 11:00;06.10.2024 12:00;99,95
06.10.2024 12:00;06.10.2024 13:00;113,99
06.10.2024 13:00;06.10.2024 14:00;122,65
06.10.2024 14:00;06.10.2024 15:00;118,91
06.10.2024 15:00;06.10.2024 16:00;99,96
06.10.2024 16:00;06.10.2024 17:00;108,33
06.10.2024 17:00;06.10.2024 18:00;99,21
06.10.2024 18:00;06.10.2024 19:00;98,42
06.10.2024 19:00;06.10.2024 20:00;94,49
06.10.2024 20:00;06.10.2024 21:00;95,75
06.10.2024 21:00;06.10.2024 22:00;93,59
06.10.2024 22:00;06.10.2024 23:00;57,72
06.10.2024 23:00;07.10.2024 00:00;73,08
07.10.2024 00:00;07.10.2024 01:00;87,48
07.10.2024 01:00;07.10.2024 02:00;82,14
07.10.2024 02:00;07.10.2024 03:00;62,29
07.10.2024 03:00;07.10.2024 04:00;54,48
07.10.2024 04:00;07.10.2024 05:00;80,16
07.10.2024 05:00;07.10.2024 06:00;52,10
07.10.2024 06:00;07.10.2024 07:00;100,47
07.10.2024 07:00;07.10.2024 08:00;92,58
07.10.2024 08:00;07.10.2024 09:00;123,31
07.10.2024 09:00;07.10.2024 10:00;83,42
07.10.2024 10:00;07.10.2024 11:00;115,56
07.10.2024 11:00;07.10.2024 12:00;103,30
07.10.2024 12:00;07.10.2024 13:00;100,83
07.10.2024 13:00;07.10.2024 14:00;88,64
07.10.2024 14:00;07.10.2024 15:00;112,20
07.10.2024 15:00;07.10.2024 16:00;113,36
07.10.2024 16:00;07.10.2024 17:00;127,97
07.10.2024 17:00;07.10.2024 18:00;121,11
07.10.2024 18:00;07.10.2024 19:00;103,62
07.10.2024 19:00;07.10.2024 20:00;96,63
07.10.2024 20:00;07.10.2024 21:00;85,01
07.10.2024 21:00;07.10.2024 22:00;108,70
07.10.2024 22:00;07.10.2024 23:00;71,75
07.10.2024 23:00;08.10.2024 00:00;91,83
08.10.2024 00:00;08.10.2024 01:00;76,02
08.10.2024 01:00;08.10.2024 02:00;73,06
08.10.2024 02:00;08.10.2024 03:00;66,06
08.10.2024 03:00;08.10.2024 04:00;79,60
08.10.2024 04:00;08.10.2024 05:00;74,88
08.10.2024 05:00;08.10.2024 06:00;75,90
08.10.2024 06:00;08.10.2024 07:00;95,93
08.10.2024 07:00;08.10.2024 08:00;93,84
08.10.2024 08:00;08.10.2024 09:00;92,18
08.10.2024 09:00;08.10.2024 10:00;111,76
08.10.2024 10:00;08.10.2024 11:00;104,20
08.10.2024 11:00;08.10.2024 12:00;110,80
08.10.2024 12:00;08.10.2024 13:00;99,78
08.10.2024 13:00;08.10.2024 14:00;90,99
08.10.2024 14:00;08.10.2024 15:00;126,30
08.10.2024 15:00;08.10.2024 16:00;124,23
08.10.2024 16:00;08.10.2024 17:00;117,58
08.10.2024 17:00;08.10.2024 18:00;104,79
08.10.2024 18:00;08.10.2024 19:00;107,57
08.10.2024 19:00;08.10.2024 20:00;125,69
08.10.2024 20:00;08.10.2024 21:00;97,61
08.10.2024 21:00;08.10.2024 22:00;83,85
08.10.2024 22:00;08.10.2024 23:00;103,98
08.10.2024 23:00;09.10.2024 00:00;73,92
09.10.2024 00:00;09.10.2024 01:00;91,36
09.10.2024 01:00;09.10.2024 02:00;52,75
09.10.2024 02:00;09.10.2024 03:00;76,39
09.10.2024 03:00;09.10.2024 04:00;96,95
09.10.2024 04:00;09.10.2024 05:00;75,85
09.10.2024 05:00;09.10.2024 06:00;77,59
09.10.2024 06:00;09.10.2024 07:00;73,99
09.10.2024 07:00;09.10.2024 08:00;108,98
09.10.2024 08:00;09.10.2024 09:00;92,95
09.10.2024 09:00;09.10.2024 10:00;103,86
09.10.2024 10:00;09.10.2024 11:00;90,58
09.10.2024 11:00;09.10.2024 12:00;124,04
09.10.2024 12:00;09.10.2024 13:00;119,52
09.10.2024 13:00;09.10.2024 14:00;105,55
09.10.2024 14:00;09.10.2024 15:00;92,06
09.10.2024 15:00;09.10.2024 16:00;124,53
09.10.2024 16:00;09.10.2024 17:00;103,01
09.10.2024 17:00;09.10.2024 18:00;96,61
09.10.2024 18:00;09.10.2024 19:00;90,46
09.10.2024 19:00;09.10.2024 20:00;101,78
09.10.2024 20:00;09.10.2024 21:00;84,83
09.10.2024 21:00;09.10.2024 22:00;84,40
09.10.2024 22:00;09.10.2024 23:00;90,88
09.10.2024 23:00;10.10.2024 00:00;70,41
10.10.2024 00:00;10.10.2024 01:00;74,84
10.10.2024 01:00;10.10.2024 02:00;61,28
10.10.2024 02:00;10.10.2024 03:00;71,38
10.10.2024 03:00;10.10.2024 04:00;95,58
10.10.2024 04:00;10.10.2024 05:00;71,74
10.10.2024 05:00;10.10.2024 06:00;85,80
10.10.2024 06:00;10.10.2024 07:00;69,65
10.10.2024 07:00;10.10.2024 08:00;114,66
10.10.2024 08:00;10.10.2024 09:00;96,89
10.10.2024 09:00;10.10.2024 10:00;118,03
10.10.2024 10:00;10.10.2024 11:00;104,34
10.10.2024 11:00;10.10.2024 12:00;113,12
10.10.2024 12:00;10.10.2024 13:00;114,14
10.10.2024 13:00;10.10.2024 14:00;100,93
10.10.2024 14:00;10.10.2024 15:00;119,44
10.10.2024 15:00;10.10.2024 16:00;97,42
10.10.2024 16:00;10.10.2024 17:00;117,16
10.10.2024 17:00;10.10.2024 18:00;105,62
10.10.2024 18:00;10.10.2024 19:00;116,23
10.10.2024 19:00;10.10.2024 20:00;104,41
10.10.2024 20:00;10.10.2024 21:00;103,31
10.10.2024 21:00;10.10.2024 22:00;79,41
10.10.2024 22:00;10.10.2024 23:00;85,34
10.10.2024 23:00;11.10.2024 00:00;75,88
11.10.2024 00:00;11.10.2024 01:00;64,52
11.10.2024 01:00;11.10.2024 02:00;69,73
11.10.2024 02:00;11.10.2024 03:00;72,63
11.10.2024 03:00;11.10.2024 04:00;65,56
11.10.2024 04:00;11.10.2024 05:00;74,81
11.10.2024 05:00;11.10.2024 06:00;69,55
11.10.2024 06:00;11.10.2024 07:00;117,01
11.10.2024 07:00;11.10.2024 08:00;109,56
11.10.2024 08:00;11.10.2024 09:00;106,32
11.10.2024 09:00;11.10.2024 10:00;119,92
11.10.2024 10:00;11.10.2024 11:00;82,50
11.10.2024 11:00;11.10.2024 12:00;75,52
11.10.2024 12:00;11.10.2024 13:00;101,73
11.10.2024 13:00;11.10.2024 14:00;90,24
11.10.2024 14:00;11.10.2024 15:00;103,93
11.10.2024 15:00;11.10.2024 16:00;109,42
11.10.2024 16:00;11.10.2024 17:00;119,30
11.10.2024 17:00;11.10.2024 18:00;97,07
11.10.2024 18:00;11.10.2024 19:00;117,26
11.10.2024 19:00;11.10.2024 20:00;110,56
11.10.2024 20:00;11.10.2024 21:00;107,31
11.10.2024 21:00;11.10.2024 22:00;86,49
11.10.2024 22:00;11.10.2024 23:00;99,40
11.10.2024 23:00;12.10.2024 00:00;74,53
12.10.2024 00:00;12.10.2024 01:00;92,72
12.10.2024 01:00;12.10.2024 02:00;61,34
12.10.2024 02:00;12.10.2024 03:00;80,37
12.10.2024 03:00;12.10.2024 04:00;72,67
12.10.2024 04:00;12.10.2024 05:00;72,85
12.10.2024 05:00;12.10.2024 06:00;89,64
12.10.2024 06:00;12.10.2024 07:00;85,70
12.10.2024 07:00;12.10.2024 08:00;65,34
12.10.2024 08:00;12.10.2024 09:00;66,72
12.10.2024 09:00;12.10.2024 10:00;121,55
12.10.2024 10:00;12.10.2024 11:00;121,44
12.10.2024 11:00;12.10.2024 12:00;129,29
12.10.2024 12:00;12.10.2024 13:00;106,74
12.10.2024 13:00;12.10.2024 14:00;91,70
12.10.2024 14:00;12.10.2024 15:00;102,16
12.10.2024 15:00;12.10.2024 16:00;107,52
12.10.2024 16:00;12.10.2024 17:00;96,60
12.10.2024 17:00;12.10.2024 18:00;130,94
12.10.2024 18:00;12.10.2024 19:00;139,76
12.10.2024 19:00;12.10.2024 20:00;116,56
12.10.2024 20:00;12.10.2024 21:00;103,44
12.10.2024 21:00;12.10.2024 22:00;77,62
12.10.2024 22:00;12.10.2024 23:00;101,79
12.10.2024 23:00;13.10.2024 00:00;77,12
13.10.2024 00:00;13.10.2024 01:00;68,39
13.10.2024 01:00;13.10.2024 02:00;77,02
13.10.2024 02:00;13.10.2024 03:00;64,86
13.10.2024 03:00;13.10.2024 04:00;75,58
13.10.2024 04:00;13.10.2024 05:00;59,90
13.10.2024 05:00;13.10.2024 06:00;95,52
13.10.2024 06:00;13.10.2024 07:00;88,47
13.10.2024 07:00;13.10.2024 08:00;111,62
13.10.2024 08:00;13.10.2024 09:00;101,49
13.10.2024 09:00;13.10.2024 10:00;105,08
13.10.2024 10:00;13.10.2024 11:00;92,56
13.10.2024 11:00;13.10.2024 12:00;116,19
13.10.2024 12:00;13.10.2024 13:00;96,87
13.10.2024 13:00;13.10.2024 14:00;101,81
13.10.2024 14:00;13.10.2024 15:00;107,64
13.10.2024 15:00;13.10.2024 16:00;109,27
13.10.2024 16:00;13.10.2024 17:00;88,64
13.10.2024 17:00;13.10.2024 18:00;108,82
13.10.2024 18:00;13.10.2024 19:00;122,86
13.10.2024 19:00;13.10.2024 20:00;106,71
13.10.2024 20:00;13.10.2024 21:00;101,31
13.10.2024 21:00;13.10.2024 22:00;95,54
13.10.2024 22:00;13.10.2024 23:00;82,15
